Taille_Auto,Poids_Auto,Acceleration,Annee_Fabrication,Kilometrage,Nombre_Portes,Vitesse_Max,Prix_Assurance,Categorie_Voiture,Decote,Impact_Environnement
3.7903172295670826,8869.946374225165,2.0386884943517787,2006,135542.0679717698,5,195.28906605221715,184.12557749683086,1,0.10458764144733179,1
3.3758922716069053,1126.174078826455,2.0674107394913888,2010,33710.551661630336,5,249.97965570166576,858.9350875741627,3,0.34606364277160784,1
4.844971269839974,6100.019065598767,4.8396761177288745,2016,112977.27910927782,5,235.76332007692204,302.1388382498787,4,0.3945819689722282,3
2.31617241005226,5771.509867197479,1.2025744043910453,2014,50139.7276348369,4,216.8020199589143,1298.6719662101716,5,0.42204827228683806,2
2.6188245950413647,5676.666210733187,5.470805915561401,2009,191188.75021039028,4,234.00450481987193,702.6265168760192,2,0.2799592659227501,1
2.974695492710854,731.088095535089,1.1870301130503882,2003,221928.1306079305,3,150.5786216725519,1090.4072229643396,2,0.6711242810276752,1
3.4557011793623955,790.6441406230095,5.53022539916919,2019,69136.84448894014,4,229.51104799383785,214.5159399595115,1,0.2748513643992133,1
2.150497274824053,4188.187698973038,1.182169537249139,2020,181728.6638816783,3,269.51043089758,347.55099934989653,1,0.6770593351383916,3
2.7375442614357963,4474.60279456138,0.8257687671231095,2014,87271.4346927414,3,206.05032487895184,680.6035728052459,2,0.656649343023423,1
2.1330111008303696,6556.383517347198,1.2481871213087745,2015,202787.52830092257,4,211.05386270722155,1265.5154293223695,2,0.9438775731197261,1
2.61073432557344,2468.906992112174,1.8022800807179185,2000,99973.03679506508,4,226.16608858559923,642.6976749061089,5,0.6154845284012901,1
2.4720632150121085,7877.128793921018,1.9498368258298064,2001,166511.4504236812,4,271.28040741430385,684.9625153628631,4,0.577951646963075,2
2.963529932119217,1376.353655843134,2.035889703387639,2003,206299.98741308105,4,160.13136370335528,716.4775731803707,1,0.3559757065545204,1
3.6873596863416007,6554.010884256303,5.9107505419333055,2007,182197.92161406882,3,245.6165374570173,1073.7764342635526,1,0.478107446132952,1
2.3813833639704844,2379.2071101464007,1.1847932459412545,2012,27623.797882008443,5,156.65796658890346,1054.543834474899,2,0.046848493785252576,0
2.734628122121029,2509.3427951948756,2.232242644463467,2013,73975.38717330995,4,186.56158628385927,1465.2347718789576,2,0.4760259699483359,1
4.313347626540817,2199.440180599471,1.7954726104822991,2007,139546.117715624,3,270.97970892275896,967.294130225655,5,0.6675677045962747,3
4.859449652451984,2274.0005001090635,1.0207283232290036,2020,166468.8379626023,3,251.6255896694528,494.75535801295814,3,0.18078852838971526,3
4.350443524598536,8443.229054152966,0.7616113329223873,2017,213758.2838464005,3,209.47722580503225,1213.9249097696968,2,0.09261477837614684,3
2.4758479476665345,4711.678840314047,4.206063517805817,2004,60220.92994613773,4,298.34130728716656,487.17181711911553,4,0.6941594086235342,0
3.7993668791435464,6245.017911715155,1.5451030327999198,2000,163542.17225482402,4,198.00275763747825,1397.1791289335242,1,0.7163847981993019,1
4.0219951369028495,6236.345416816843,1.8514379916526265,2003,220740.38049821873,5,267.7196138965813,1089.2784934225413,5,0.3941046247833765,3
2.387303245635992,9919.513812452156,3.151248329469583,2012,151908.1668229234,5,236.14673460867937,903.8144207290852,1,0.7793242806177707,1
2.729125873840606,1340.8773134560415,1.8230925351990417,2016,182194.50847995974,4,256.6331443317139,1340.6444614834459,3,0.8116621145000389,1
3.4772250210829885,1696.4398718575485,0.7746911332550384,2005,122613.47306281792,3,150.97490575738044,1047.5101375705804,5,0.710270540387657,1
3.2082010686876483,7299.372119928845,2.287068429313024,2020,167734.58970249616,4,206.94315795369644,230.24567082978953,3,0.8031379007067172,1
2.771694836099071,7940.018696185634,1.9426284152071505,2016,115863.0197446662,4,290.63402526702384,1452.6841924476867,2,0.3488105668479571,1
4.541435212639539,834.9388309547955,1.862365615048701,2001,100295.2305660121,3,259.9744976185637,349.07929439936544,3,0.5887781088946564,3
3.916865004610488,7834.848904181755,3.0502501577662304,2006,197248.7817502778,3,187.72342270231815,663.5219215274545,5,0.831601470566756,1
3.220121690925417,7579.492273534081,2.3496815229229187,2008,20004.063270075894,4,298.025386724044,1272.2109139709341,1,0.11115243768162819,1
2.62440413726366,1484.3135551641128,0.1987440591818701,2016,151103.38779845132,5,217.20792079708687,1058.5771805818842,5,0.48756191150486017,1
2.3529221426117286,7895.474154031952,2.2388860232687278,2009,229805.90391416452,4,224.45840487141004,210.75154970860623,3,0.565951416501914,2
4.153565965138339,4744.597346526309,3.477474418156274,2001,70696.78481388705,4,277.9055075572751,1169.7998854262203,1,0.8188487967582112,3
4.98131122176894,81.35945244663459,2.674540202276341,2019,67208.57002816818,5,298.3682220827193,909.2736246581161,4,0.4238457441319081,3
3.8023622473218848,7291.577278694048,3.379577564513057,2016,196486.2458371706,3,243.0558374116316,987.7406096775483,1,0.2742744115155773,1
3.907067824823108,6777.635875981274,0.38259149443416773,2004,145432.31142040167,5,163.2715818448079,423.3479683753451,4,0.0971022196067044,1
3.6434555194127713,7104.433283779338,3.4238602372989484,2023,246634.82745378325,3,248.6903104068813,726.2196196822383,5,0.2079398614000072,1
3.0155629699399813,8646.851033082256,0.1712076603068664,2010,200348.32697893865,4,220.00377735175553,549.2128727818548,2,0.2303187833795144,1
3.388920639014529,4091.007075176879,2.8920343904803505,2000,229469.7613404964,4,294.20160976298234,1101.8850332558359,2,0.5241016977068308,1
2.4292779849847643,3036.607104822858,1.8042314300922935,2007,98488.15023323646,3,247.40372499510792,566.0130848202347,5,0.11969951750898267,0
4.479745705510073,5282.403363135444,1.6946802148851936,2012,203601.03549729876,5,274.98847928659654,266.1560145404596,1,0.8030561306813309,3
3.9744335482048196,8510.03340374989,0.4116257153031966,2009,90246.54371733907,4,154.8370893303723,1243.5726900640914,1,0.74923834451786,1
3.0208482242559156,9030.750289148982,4.158282131643491,2018,59756.00140519854,5,260.82727144507453,744.215486633145,4,0.7011785537458577,1
2.674806917395406,6079.142669638971,0.4808708785979794,2006,177675.46819671747,4,222.83555138052523,562.808638124938,5,0.24531580642924078,1
3.2069823253629632,9344.34681641193,2.9698843083926043,2007,234188.18677650232,4,202.4153865832862,1384.999660581491,4,0.35225631651573275,1
2.3935640385990204,2455.569016115845,4.014055676847677,2009,126924.46948876537,5,240.12399530179505,358.196304671112,4,0.17542980080241855,2
4.337864054408503,9669.138131434942,2.755571361185549,2018,186985.90653335172,5,279.42462589960496,410.73468492543657,4,0.24911090289798232,3
2.3981749703922306,3884.933780700146,1.6920824441440314,2014,1582.5742407922228,4,279.5465600173196,1358.9699882379555,2,0.18255717834987184,1
3.298392339803957,4114.717437925183,3.848220970177932,2000,152581.7877390136,3,204.48230587128074,321.6183341875836,4,0.7626566976504514,1
3.4238651445075563,5107.770504411276,1.1323824565333478,2014,142914.63021280163,3,214.3952721671574,1210.8597240360875,1,0.5268938057482307,1
3.565969283021192,7481.440312598697,0.5746124100017185,2008,31441.569022924694,5,180.86026109793258,996.1333024382503,5,0.7596449715477113,1
2.952767215403126,312.5325172482453,0.6164978724151391,2018,99680.0326549823,5,173.68414021824435,1293.3378177607954,1,0.971980009383105,1
4.837790093095885,4081.994363770439,2.2233901341748457,2004,125871.95916196953,5,204.85742042086682,394.9525848013862,2,0.5752381574888347,3
4.500372737312797,7512.336893045034,4.561882961426308,2017,90205.03398472477,4,184.92935130307603,1295.4249715424578,4,0.41229061894122065,3
2.2448543658350926,6291.110382834811,0.8883815059813593,2008,19230.21606152761,4,216.89457486038847,1496.2744425307033,3,0.4702424323744684,0
2.6244477428426483,3725.442783060233,1.8295216787561608,2022,98642.64580538576,5,158.65694087271365,198.56701525344533,5,0.7470537490556125,1
4.629096120766396,8841.698002071735,1.9310481136003912,2010,97607.09546586672,4,250.52473037735032,162.6057058226654,4,0.4959249718447496,3
4.214402475443662,13.603230430440687,0.9589805652376493,2002,32183.76110169449,3,284.5527781425235,1477.1769031042968,4,0.06714785473173635,3
2.5392463547663535,5816.021263195323,1.2335274677962396,2003,53249.35123995561,5,246.06880461626224,1314.16394242699,5,0.25916780017097263,1
2.606957439184014,5702.5137355862,2.935937442581799,2010,191169.4866340105,3,190.90934536478275,587.79497000451,2,0.748625684285864,1
2.446655104228587,1948.7776326733676,3.494724801950363,2006,139348.59838536227,3,197.5882132603873,1021.8589250437682,3,0.5633749931297344,3
4.066381108247129,5057.869683072867,3.390893080307378,2005,202761.5342643284,3,167.92747996165483,1283.2106350708739,1,0.9005868766883119,3
2.479593265968242,157.0588317602309,2.307395499604633,2014,235074.13448071218,5,230.99894520161484,600.3706583820584,2,0.7313278840726548,0
3.881966743816205,1969.1824262239033,1.0220982596774442,2013,223136.7450710662,5,279.5502353358725,1273.1414310260657,4,0.5272673067262444,1
3.4961085495740094,5501.69182105894,3.402553295605516,2002,47549.08549386305,3,269.36378699798985,158.8584030388673,1,0.5176882868846526,1
2.6769528919192713,1566.3838666296822,3.1721911352973624,2023,139874.93584303636,3,207.15612717611776,1461.5144342031842,3,0.972411314122285,1
3.117418309020601,4916.862572003808,2.165017678067683,2020,8473.857381393334,4,289.49352927293893,1338.314025231814,5,0.018186101821119127,1
3.179021902546012,8094.640843564754,2.3249867305699,2016,12596.287200999644,4,270.4794337657505,303.70785495134885,2,0.25222224591029996,1
4.236227044629026,4326.456860947902,1.966208355492124,2022,23671.70343266514,3,202.90992018793673,537.6367349782092,3,0.041225815124936616,3
3.8347351924128374,3585.5524085223215,0.5406759000118226,2020,173065.02586171657,4,208.46427893637153,1251.5622401839871,4,0.2831862889805321,1
4.065597233669922,3610.5825174196916,2.121600931645141,2012,227006.8982529247,4,257.04284312368,959.3056578448384,5,0.6540193736064515,3
3.763042843839244,7174.791900009014,2.448393061559686,2019,19481.97467674842,4,251.2621990106156,525.9266676652146,3,0.7827822507560441,1
2.3330360320548866,5552.25296241289,2.525308623019502,2009,182469.39553481241,4,174.0705589530112,1355.9836688294486,1,0.6985169909891563,0
3.7057165407750636,9098.810116684836,1.796261403874122,2014,47755.96665432133,5,151.64913929098356,1473.8771762580561,5,0.5787640495793371,1
3.0542460305400896,74.17742697620996,3.26150681368882,2012,222656.74015725206,5,214.031268085114,293.25556027294573,1,0.7103093834851115,1
4.477609318015517,1187.6449911492039,2.434464921665391,2020,85030.2382156492,4,180.53835420986977,369.49510188403974,4,0.029113569067874323,3
2.3984927456111196,5175.199207231267,0.009279785307043209,2007,192244.69198050883,3,206.74033102524916,1360.3210314317434,3,0.299557704777342,0
3.3669722862145806,7546.7068342903885,1.2547330688237668,2019,144179.8169028355,4,172.1652355676339,189.07360611062236,4,0.4619822274973372,1
2.1636621545707246,7285.993813367075,1.992081593344944,2015,16192.503458720337,3,154.66652879386817,380.7688872561858,4,0.3228893735803402,0
3.4137465186475113,3661.5937531921977,2.4947732193841174,2019,237266.1486432359,5,191.7455363074313,1171.1168801930376,4,0.16316405317778326,1
4.17584539559011,1584.8799813130697,0.03779556891320812,2014,176532.51306128898,3,166.27960638297807,1289.184399488243,4,0.5597777325977171,3
3.5089297641080273,300.93063765039807,3.130970209079213,2009,167693.1115508821,5,177.46734405756024,668.0142743936337,2,0.3909142076168248,1
3.976104741928431,5740.870869401007,0.0900617389992644,2016,9258.579452827458,5,192.33229017786573,342.0576901197258,5,0.39122113858749896,1
3.1078934893035917,6696.253256959288,2.456369265040005,2007,11015.445919598633,3,224.3760664154587,1148.0603434682155,4,0.21760970866004958,1
2.7493559766527795,9926.606223404306,2.533087891032871,2014,52382.63570729329,5,251.92491018634186,456.93618538992723,1,0.6897407823441778,1
3.1155318560970566,6384.848079643207,5.276974449839338,2021,242820.6374513762,3,298.0532033919752,197.21424817192622,1,0.07381407360277537,1
2.8274076013098015,6979.002654924993,3.910131758692533,2008,157530.65336938546,4,197.12098026720923,818.2298280338001,2,0.6196242323890366,1
2.31067370703944,3735.2096439106544,1.9768480526293302,2011,118067.4168643714,5,205.086056549566,771.8282032138283,5,0.8342168201626362,2
4.190774473605721,9115.247443465423,2.186991342031564,2001,22007.16230174718,5,217.59671682058578,1344.443116714439,3,0.42494623792470965,3
3.1382650818780857,4161.110165184106,2.121628612947767,2004,113018.95456832093,5,275.559168934242,628.9877568640783,2,0.5144845037782788,1
2.223656312312958,5286.468517075297,2.3713596467243896,2009,49822.99814560917,5,200.91948095689895,1476.8347316006448,4,0.35746568531568057,3
3.278697665726387,9689.182057877331,1.6481713650372913,2004,234032.76530873205,4,264.9514397756239,1412.4498254314524,3,0.757908839871502,1
2.7125164594051934,4782.899484230721,2.9566546081792575,2019,134096.11284128635,4,177.25352951642313,752.767277748966,2,0.3922298858644727,1
2.5129374840087575,6035.373181202572,3.4115730377592173,2022,202145.18083548825,4,208.91323440403616,1111.8661643432158,5,0.6045671737329718,1
2.9943839297793513,5039.434318998724,2.5818441577692814,2021,51818.48701160865,4,295.28261195728004,680.4253530996972,2,0.3812338341836138,1
4.549174295452815,9794.258276189848,0.5425042993327098,2001,81141.4974617696,4,276.90565133908643,422.7970871191188,3,0.269982668937653,3
3.221699212239998,8408.271586037681,5.007405642511896,2011,224602.88087471927,4,194.96371641053128,1121.8367977056278,2,0.2801751099756701,1
3.2904797432188495,8576.935639661577,0.7558513711655666,2005,109642.23205867976,3,180.98258310845446,565.2307172625641,1,0.29181537913533584,1
2.6959453465543675,7804.506598251342,0.5300640431757786,2021,156538.46854783158,5,282.80169296359486,481.8096021489069,4,0.9874444635495148,1
3.7148110935296295,566.5060266591909,1.7101706684341966,2018,171159.42133982235,4,294.0960854143565,155.46382470061872,3,0.21791401244635267,1
3.3965751677982623,2721.944956737626,0.7737628762090618,2015,112985.33177335035,3,269.00790332683584,585.837981463533,1,0.3111862015805138,1
2.4721656716118736,4772.664995069687,3.3912689186736507,2004,9054.416539341359,3,288.4604406682437,1480.688805089894,2,0.4620726536391987,3
3.2441130728337724,6467.17831874024,1.0252952162780213,2014,201571.2291423752,3,265.99777375026486,1114.2642943955263,5,0.19284588682314419,1
2.17260470548696,4027.082780492147,1.6434217646880662,2010,54178.14005039956,5,214.76642496330393,414.6503600942667,2,0.6188797139131104,0
2.6456712526472717,111.45019923036372,0.19495770848020122,2004,169625.94387573484,5,158.5129467933642,694.9564951852343,2,0.04910870793163036,1
4.148373202343417,2762.234537324923,6.2693942915302925,2017,53491.06215219157,3,266.4557439182517,848.5174517647589,1,0.39270045177089496,3
3.6549025382639764,3310.9631564730053,1.785181779656617,2011,51660.27524979905,4,250.96966962668492,1047.2006195349672,3,0.3486534329155687,1
3.2919585661929007,9760.669694808594,0.6373512453524852,2023,207471.911187507,3,265.62362142672634,938.8010443629092,5,0.6124529523323581,1
4.37879315595608,6259.00737180338,3.4266083315671003,2009,35257.956234448386,4,194.0007049315638,293.89564881262766,3,0.8537196188685008,3
3.628329856739207,8465.097437939436,2.429466789274745,2000,124364.27995315228,3,282.0128582605983,1256.3583348880481,4,0.8581529646620553,1
2.2068862124672597,782.9422328301308,4.773216079514857,2013,51309.723363680394,4,247.20529154144765,1317.6339787506581,4,0.7317345796095207,3
2.9305216211420437,2244.581125220016,2.379800089227233,2016,63739.86631142983,3,247.99109591386394,1445.5777020354224,2,0.8959937924717615,1
2.7411701869864884,4774.557971047061,0.18704682126530292,2001,39030.534460939736,4,251.5271846039838,550.6894962257861,4,0.5383955564491665,1
4.834377074631733,4693.784079824929,4.412922459681672,2021,209307.0750019247,4,251.42024212281817,1276.3630196341717,2,0.2797320340002174,3
4.01410125948838,5321.761649806275,2.2776403066216826,2017,188538.20742175425,4,204.52572354696863,592.9764085223377,4,0.05161008128193356,3
4.067199025651836,7906.523561326327,1.4752133797743583,2018,44735.71946353044,4,184.31995497492952,765.9505990523105,4,0.34528209510595187,3
4.015422439840868,2598.7468062617418,3.0137049565364205,2000,97541.13982428411,5,272.80209942559003,1356.5935788162208,1,0.951207338711283,3
2.702686862951679,310.9996712117113,1.3319646834503698,2020,10654.80140336697,5,170.08885661597202,1126.3997513261816,5,0.46547036479113046,1
2.434425391424453,4857.3900742006235,2.2638167147944768,2007,117140.0599682455,3,225.35277440612842,1365.7436146449336,2,0.8768537834690321,0
3.467137932223711,1019.6076798668003,0.7078829881453261,2006,144233.87432046948,3,156.20407288400503,1326.494958174035,4,0.9049366842047255,1
3.2392602188678357,1284.5495605143801,0.07934850060929666,2004,21270.73543140723,4,263.87478179609224,1372.0453377775111,2,0.28254071494096233,1
2.606328564851621,5137.513334066681,2.6905746331521994,2010,195915.73017498277,4,273.25260865933683,1375.4484894716898,2,0.4424453089358208,1
4.342253562330592,5801.545433803542,2.3762000070727782,2001,86387.69477847539,4,151.26944061881812,835.9674082236452,3,0.7158421799528243,3
4.005950143368036,9704.058697694702,3.395650710660644,2016,77425.7469548755,3,217.6466324514742,1259.340210780181,3,0.5023982028159668,3
4.59853032735738,6992.901073247176,2.7660337160858646,2013,23874.868414368644,4,173.33611530877846,1017.413014182121,2,0.8439634932374196,3
4.728183750415816,2024.257355302256,2.16482603788886,2007,147438.81042574422,5,160.6033478076549,722.6093701828096,3,0.757992807173159,3
3.0087241930720166,1504.5764499026413,2.789153985377819,2021,11255.551593052971,3,278.44680887065425,624.6756566665165,2,0.7351857585731154,1
4.4429621387103815,3060.4129329493016,1.0203533235256619,2007,75063.35787614257,5,210.94265645418372,1188.5019510272914,1,0.8545813138676841,3
2.0125015158796926,7790.998535412874,1.244979127179088,2018,116713.36085956283,5,288.8557886559802,300.1537460474427,2,0.3157574418802833,2
3.406388174420241,9181.383193281737,5.066150067781013,2023,239463.77563351026,3,245.6689592768866,952.9447368995516,3,0.5298974681612476,1
4.6034057096954495,3073.6771533656574,1.5243851613111592,2012,128438.7510738259,5,169.12690145248146,478.6988753729685,3,0.2777445212586651,3
2.3396834780693214,9743.141175100389,1.3536903243058045,2009,46164.646579233224,4,278.244877396639,236.68103841789252,1,0.4032926423246477,0
3.0002158825406635,7398.075465385422,0.4093360769073022,2003,78162.72117511195,5,242.72597426400114,494.3035056453292,5,0.44868373360297065,1
2.7060635768937367,7362.181649967727,3.51649927252295,2007,220635.32662442361,3,252.18015024249817,1380.5984487209034,4,0.5773207093391867,1
4.12242954304855,6186.6857508119065,1.7214371030072138,2001,180813.1948324764,3,245.9908033487957,1017.9862065292926,5,0.254452974592855,3
2.258474482287454,6786.325634538006,1.3082619838339267,2022,234297.33721320753,3,271.39890540704516,213.39466839638007,5,0.3010474378475534,1
4.023946025210632,3080.770768489731,0.47128121878294227,2021,76842.50602296481,5,275.6041750859267,430.64812134133905,2,0.4427308377895429,3
4.199288521993272,4850.279507650424,1.184435181724766,2007,170423.4523755375,4,274.60049943246986,1322.7730526741361,3,0.5320433360738567,3
3.4802588011560447,2969.371710125455,1.8810946554890635,2010,25256.21758605001,4,215.04097398054049,905.7957782353265,2,0.5459751713033382,1
3.901894626234919,7613.802185879277,1.8970420421602043,2023,43490.41723705241,4,192.23912935084599,739.6046991124718,4,0.3865527228558924,1
2.1096245905153994,5121.150931565784,3.3555558516361046,2002,214651.61888841263,5,261.47231155917615,1064.4316468277161,5,0.793631241362809,1
4.922149246435207,3651.5982996129314,1.166980633200506,2016,78177.79802664826,3,191.36643822945405,281.93803961396264,1,0.16607298071022047,3
2.7347528158459964,6738.6768093859355,1.7439766277317836,2015,46614.44935505296,4,270.1024783077757,1373.6067510174435,4,0.5186216552187506,1
4.093937210918435,6259.620953039986,2.404445250939279,2016,14099.521787980852,3,267.52684902572986,335.42510642454863,2,0.8290770574396985,3
3.1883612454211376,3812.439962481374,0.37240086301912134,2017,45160.79687033053,5,243.44226452619864,1150.1615921619875,1,0.05578867047893332,1
